,train,val,test
005,True,False,False
010,True,False,False
024,True,False,False
030,True,False,False
031,True,False,False
038,True,False,False
046,True,False,False
047,True,False,False
051,True,False,False
055,True,False,False
057,True,False,False
068,True,False,False
073,True,False,False
079,True,False,False
081,True,False,False
084,True,False,False
086,True,False,False
088,True,False,False
099,True,False,False
107,True,False,False
108,True,False,False
109,True,False,False
120,True,False,False
122,True,False,False
124,True,False,False
125,True,False,False
127,True,False,False
134,True,False,False
137,True,False,False
138,True,False,False
140,True,False,False
141,True,False,False
159,True,False,False
160,True,False,False
174,True,False,False
187,True,False,False
192,True,False,False
196,True,False,False
002,True,False,False
004,True,False,False
012,True,False,False
016,True,False,False
027,True,False,False
035,True,False,False
041,True,False,False
045,True,False,False
049,True,False,False
058,True,False,False
062,True,False,False
096,True,False,False
098,True,False,False
110,True,False,False
115,True,False,False
116,True,False,False
119,True,False,False
121,True,False,False
142,True,False,False
144,True,False,False
148,True,False,False
149,True,False,False
150,True,False,False
165,True,False,False
166,True,False,False
169,True,False,False
176,True,False,False
177,True,False,False
180,True,False,False
182,True,False,False
183,True,False,False
184,True,False,False
188,True,False,False
189,True,False,False
190,True,False,False
191,True,False,False
130,False,True,False
007,False,True,False
178,False,True,False
157,False,True,False
043,False,True,False
069,False,True,False
067,False,True,False
172,False,True,False
185,False,True,False
173,False,True,False
077,False,False,True
054,False,False,True
078,False,False,True
018,False,False,True
080,False,False,True
153,False,False,True
139,False,False,True
106,False,False,True
044,False,False,True
094,False,False,True
