,train,val,test
0,005,038,127
1,007,080,078
2,010,051,031
3,018,046,192
4,024,140,054
5,030,184,177
6,043,058,182
7,047,049,115
8,055,116,027
9,057,069,173
10,068,,
11,073,,
12,077,,
13,079,,
14,081,,
15,084,,
16,086,,
17,088,,
18,099,,
19,107,,
20,108,,
21,109,,
22,120,,
23,122,,
24,124,,
25,125,,
26,130,,
27,134,,
28,137,,
29,138,,
30,141,,
31,157,,
32,159,,
33,160,,
34,174,,
35,178,,
36,187,,
37,196,,
38,002,,
39,004,,
40,012,,
41,016,,
42,035,,
43,041,,
44,044,,
45,045,,
46,062,,
47,067,,
48,094,,
49,096,,
50,098,,
51,106,,
52,110,,
53,119,,
54,121,,
55,139,,
56,142,,
57,144,,
58,148,,
59,149,,
60,150,,
61,153,,
62,165,,
63,166,,
64,169,,
65,172,,
66,176,,
67,180,,
68,183,,
69,185,,
70,188,,
71,189,,
72,190,,
73,191,,
