,train,val,test
0,005,174,086
1,007,077,078
2,010,137,196
3,018,073,088
4,024,107,080
5,030,096,044
6,031,027,180
7,038,139,058
8,043,176,110
9,046,035,049
10,047,,
11,051,,
12,054,,
13,055,,
14,057,,
15,068,,
16,079,,
17,081,,
18,084,,
19,099,,
20,108,,
21,109,,
22,120,,
23,122,,
24,124,,
25,125,,
26,127,,
27,130,,
28,134,,
29,138,,
30,140,,
31,141,,
32,157,,
33,159,,
34,160,,
35,178,,
36,187,,
37,192,,
38,002,,
39,004,,
40,012,,
41,016,,
42,041,,
43,045,,
44,062,,
45,067,,
46,069,,
47,094,,
48,098,,
49,106,,
50,115,,
51,116,,
52,119,,
53,121,,
54,142,,
55,144,,
56,148,,
57,149,,
58,150,,
59,153,,
60,165,,
61,166,,
62,169,,
63,172,,
64,173,,
65,177,,
66,182,,
67,183,,
68,184,,
69,185,,
70,188,,
71,189,,
72,190,,
73,191,,
