,train,val,test
0,005,174,073
1,007,043,125
2,024,018,178
3,030,068,055
4,031,127,010
5,038,058,067
6,046,169,165
7,047,149,172
8,051,177,110
9,054,096,142
10,057,,
11,077,,
12,078,,
13,079,,
14,080,,
15,081,,
16,084,,
17,086,,
18,088,,
19,099,,
20,107,,
21,108,,
22,109,,
23,120,,
24,122,,
25,124,,
26,130,,
27,134,,
28,137,,
29,138,,
30,140,,
31,141,,
32,157,,
33,159,,
34,160,,
35,187,,
36,192,,
37,196,,
38,002,,
39,004,,
40,012,,
41,016,,
42,027,,
43,035,,
44,041,,
45,044,,
46,045,,
47,049,,
48,062,,
49,069,,
50,094,,
51,098,,
52,106,,
53,115,,
54,116,,
55,119,,
56,121,,
57,139,,
58,144,,
59,148,,
60,150,,
61,153,,
62,166,,
63,173,,
64,176,,
65,180,,
66,182,,
67,183,,
68,184,,
69,185,,
70,188,,
71,189,,
72,190,,
73,191,,
