,train,val,test
0,005,080,073
1,007,134,157
2,010,138,054
3,024,088,160
4,030,107,018
5,031,180,110
6,038,115,116
7,043,172,044
8,046,119,049
9,047,184,189
10,051,,
11,055,,
12,057,,
13,068,,
14,077,,
15,078,,
16,079,,
17,081,,
18,084,,
19,086,,
20,099,,
21,108,,
22,109,,
23,120,,
24,122,,
25,124,,
26,125,,
27,127,,
28,130,,
29,137,,
30,140,,
31,141,,
32,159,,
33,174,,
34,178,,
35,187,,
36,192,,
37,196,,
38,002,,
39,004,,
40,012,,
41,016,,
42,027,,
43,035,,
44,041,,
45,045,,
46,058,,
47,062,,
48,067,,
49,069,,
50,094,,
51,096,,
52,098,,
53,106,,
54,121,,
55,139,,
56,142,,
57,144,,
58,148,,
59,149,,
60,150,,
61,153,,
62,165,,
63,166,,
64,169,,
65,173,,
66,176,,
67,177,,
68,182,,
69,183,,
70,185,,
71,188,,
72,190,,
73,191,,
