,train,val,test
0,005,057,141
1,018,130,007
2,024,120,088
3,030,078,010
4,031,081,125
5,038,139,096
6,043,166,190
7,046,169,069
8,047,044,027
9,051,094,116
10,054,,
11,055,,
12,068,,
13,073,,
14,077,,
15,079,,
16,080,,
17,084,,
18,086,,
19,099,,
20,107,,
21,108,,
22,109,,
23,122,,
24,124,,
25,127,,
26,134,,
27,137,,
28,138,,
29,140,,
30,157,,
31,159,,
32,160,,
33,174,,
34,178,,
35,187,,
36,192,,
37,196,,
38,002,,
39,004,,
40,012,,
41,016,,
42,035,,
43,041,,
44,045,,
45,049,,
46,058,,
47,062,,
48,067,,
49,098,,
50,106,,
51,110,,
52,115,,
53,119,,
54,121,,
55,142,,
56,144,,
57,148,,
58,149,,
59,150,,
60,153,,
61,165,,
62,172,,
63,173,,
64,176,,
65,177,,
66,180,,
67,182,,
68,183,,
69,184,,
70,185,,
71,188,,
72,189,,
73,191,,
