,train,val,test
005,True,False,False
007,True,False,False
018,True,False,False
030,True,False,False
031,True,False,False
043,True,False,False
047,True,False,False
051,True,False,False
054,True,False,False
055,True,False,False
057,True,False,False
068,True,False,False
073,True,False,False
078,True,False,False
080,True,False,False
081,True,False,False
084,True,False,False
086,True,False,False
088,True,False,False
099,True,False,False
107,True,False,False
108,True,False,False
109,True,False,False
122,True,False,False
124,True,False,False
125,True,False,False
127,True,False,False
130,True,False,False
134,True,False,False
137,True,False,False
138,True,False,False
140,True,False,False
141,True,False,False
159,True,False,False
160,True,False,False
178,True,False,False
187,True,False,False
192,True,False,False
002,True,False,False
004,True,False,False
012,True,False,False
016,True,False,False
027,True,False,False
035,True,False,False
041,True,False,False
044,True,False,False
045,True,False,False
049,True,False,False
058,True,False,False
067,True,False,False
094,True,False,False
096,True,False,False
106,True,False,False
110,True,False,False
115,True,False,False
116,True,False,False
119,True,False,False
121,True,False,False
142,True,False,False
148,True,False,False
150,True,False,False
165,True,False,False
169,True,False,False
172,True,False,False
173,True,False,False
176,True,False,False
177,True,False,False
182,True,False,False
184,True,False,False
185,True,False,False
188,True,False,False
189,True,False,False
190,True,False,False
191,True,False,False
010,False,True,False
174,False,True,False
046,False,True,False
077,False,True,False
196,False,True,False
153,False,True,False
062,False,True,False
139,False,True,False
098,False,True,False
166,False,True,False
157,False,False,True
024,False,False,True
038,False,False,True
120,False,False,True
079,False,False,True
144,False,False,True
069,False,False,True
149,False,False,True
183,False,False,True
180,False,False,True
