,train,val,test
0,522963,223338G,407984J
1,1508560G-N,223338-F-N,407984-T-N
2,1713372B,1632152C,1512129I-N
3,1713372E,2014353A-Y,2000957A-Y
4,1713372F,1935769C-Y,1922271A-Y
5,P001713372B,1908223B-Y,120099
6,225841-N-N,227953A,200099-H-Y
7,225841-L-N,227953B,200099-O-Y
8,1625960A,227953C,1628757C
9,1625960B,227953D,1628757D
10,1625960C,227953H,1628757F
11,1625960D,227953I,2-P001628757C
12,1625960F,P001227953B,3-maintenance3-P001628757B
13,1625960G,1828187C,1628757G
14,1625960H,3mainttenance4-P001828187A,1924942C-Y
15,1625960I,1828187A,1801211-B-Y
16,1625960J,1828187B,1801211 B-Y
17,1625960L,1828186-B-Y,1801211-C-Y
18,P001625960G,,
19,411477-A-N,,
20,411477-A-N-1,,
21,1902979C-N,,
22,1949160-C-N,,
23,1949160-A-N,,
24,902765,,
25,902765C,,
26,P000902765B,,
27,312402Q,,
28,312402,,
29,312402A,,
30,312402B,,
31,312402C,,
32,312402D,,
33,312402E,,
34,312402F,,
35,312402G,,
36,312402H,,
37,312402N,,
38,312402O,,
39,312402P,,
40,312402V,,
41,312402R,,
42,312402S,,
43,312402T,,
44,1822186A,,
45,109418-X-N,,
46,109418-E-N,,
47,109418-G-N,,
48,1902079B-N,,
49,201611-F-N,,
50,201611G-N,,
51,1707649A,,
52,1707649C,,
53,1707649D,,
54,1707649E,,
55,1707649F,,
56,1707649G,,
57,P001707649A,,
58,1229332C-N,,
59,1325470C-N,,
60,1431983H-1-N,,
61,1431983H-2-N,,
62,1613742F,,
63,1525978,,
64,1525978A,,
65,1525978B,,
66,1525978C,,
67,1525978D,,
68,1525978E,,
69,1525978G,,
70,1525978O,,
71,1525978R,,
72,1525978S,,
73,1525978T,,
74,1525978U,,
75,1525978V,,
76,1525978X,,
77,1525978Z4,,
78,1525978Z6,,
79,1525978Z7,,
80,1525978Z8,,
81,1525978Z99,,
82,P00181928C,,
83,1810938E-N,,
84,1810938D-N,,
85,1810938E-1-N,,
86,1922917A-N,,
87,1922917B-N,,
88,P001210190K,,
89,210190,,
90,210190A,,
91,210190C,,
92,210190D,,
93,210190F,,
94,210190G,,
95,210190H,,
96,210190I,,
97,210190M,,
98,210190N,,
99,210190O,,
100,210190P,,
101,210190Q,,
102,210190S,,
103,210190U,,
104,210190V,,
105,210190Y,,
106,500203D,,
107,500203-F-Y,,
108,500203-D-Y,,
109,P001832850D,,
110,1832850C,,
111,1832850D,,
112,1739259-G-Y,,
113,1739259-E-Y,,
114,1941494-F-Y,,
115,1941494-C-Y,,
116,1941494-D-Y,,
117,1941494-G-Y,,
118,1941494-H-Y,,
119,1813872A,,
120,1813872B,,
121,1813872C,,
122,1813872D,,
123,1813872E,,
124,3maintenance10-P001813872B,,
125,2004610B-Y,,
126,P001823176F,,
127,1814971B,,
128,1814971C,,
129,1814971G,,
130,1814971H,,
131,1814971I,,
132,3-maintenance5-P001814971B,,
133,2-P001814971B,,
134,1736414F,,
135,1805427D,,
136,1805427E,,
137,1805427F,,
138,1805427G,,
139,1805427H,,
140,3maintenance2-P001805427B,,
141,1805428F-Y,,
142,1911849B-Y,,
143,1946957B-Y,,
144,1832548A,,
145,1839956B-Y,,
146,1813206C,,
147,1813206F,,
148,1813206G,,
149,1813206H,,
150,1813206I,,
151,3-maintenance1-P001813206B,,
152,1427159G-Y,,
153,P001716341A,,
154,1802840A-Y,,
155,2013094B-Y,,
156,1623931C-Y,,
157,220725D,,
158,P001220725D,,
159,220725B,,
160,220725C,,
161,220725G,,
162,220725I,,
163,220725J,,
164,220725K,,
165,220725L,,
166,220725M,,
167,220725N,,
168,220725O,,
169,224800A,,
170,224800C,,
171,224800D,,
172,224800E,,
173,224800F,,
174,224800H,,
175,224800I,,
176,224800J,,
177,224800K,,
178,224800L,,
179,224800M,,
180,224800N,,
181,224800O,,
182,224800P,,
183,224800Q,,
184,224800R,,
185,224800S,,
186,224800T,,
187,224800U,,
188,224800V,,
189,224800W,,
190,224800X,,
191,224800Y,,
192,3-maintenance6-P001224800K,,
193,2-P001224800L,,
194,2010277B-Y,,
195,421183F.,,
196,420978-F-Y,,
197,420978-A-Y,,
198,420978-D-Y,,
199,420978G-Y,,
200,1610403-B-Y,,
201,1610403A-Y,,
202,2-1613704B,,
203,2 1609002G,,
204,1609002I,,
205,1609002A,,
206,1609002B,,
207,1609002D,,
208,1609002E,,
209,1609002F,,
210,1609002H,,
211,1609002J,,
212,1609002K,,
213,1609002L,,
214,1609002M,,
215,1609002N,,
216,1609002O,,
217,1609002P,,
218,1609002P1,,
219,1609002Y,,
220,1610648I-Y,,
221,1612595C,,
222,1631378A-Y,,
223,1805432D,,
224,P001805432A,,
225,1702510F,,
226,1717035D,,
227,3mainttenance7 P001731444E,,
228,1735362J-Y,,
229,1739558A,,
230,1739558C,,
231,1739558D,,
232,1739558E,,
233,1739558F,,
234,1739558G,,
235,1739558H,,
236,3-maintenance9-P001739558B,,
237,1809923A,,
238,1809923B,,
239,3maintenance8 P001809923A,,
240,2-P001809923A,,
241,1907335B-Y,,
242,1920531A-Y.,,
243,1920532A-Y,,
244,1929771-A-Y,,
245,2008628A-Y,,
246,1950280-D-Y,,
247,1950280-E-Y,,
248,2010717A-Y,,
249,2010109A-Y,,
