,train,val,test
0,522963,1508560G-N,1902979C-N
1,1512129I-N,1613742F,P00181928C
2,1713372B,421183F.,1810938E-N
3,1713372E,1814971B,1810938D-N
4,1713372F,1814971C,1810938E-1-N
5,P001713372B,1814971G,1739259-G-Y
6,225841-N-N,1814971H,1739259-E-Y
7,225841-L-N,1814971I,1736414F
8,1625960A,3-maintenance5-P001814971B,2-1613704B
9,1625960B,2-P001814971B,1828187C
10,1625960C,1427159G-Y,3mainttenance4-P001828187A
11,1625960D,P001716341A,1828187A
12,1625960F,2 1609002G,1828187B
13,1625960G,1609002I,1828186-B-Y
14,1625960H,1609002A,2010109A-Y
15,1625960I,1609002B,
16,1625960J,1609002D,
17,1625960L,1609002E,
18,P001625960G,1609002F,
19,411477-A-N,1609002H,
20,411477-A-N-1,1609002J,
21,407984J,1609002K,
22,407984-T-N,1609002L,
23,223338G,1609002M,
24,223338-F-N,1609002N,
25,1949160-C-N,1609002O,
26,1949160-A-N,1609002P,
27,902765,1609002P1,
28,902765C,1609002Y,
29,P000902765B,1839956B-Y,
30,312402Q,,
31,312402,,
32,312402A,,
33,312402B,,
34,312402C,,
35,312402D,,
36,312402E,,
37,312402F,,
38,312402G,,
39,312402H,,
40,312402N,,
41,312402O,,
42,312402P,,
43,312402V,,
44,312402R,,
45,312402S,,
46,312402T,,
47,1822186A,,
48,109418-X-N,,
49,109418-E-N,,
50,109418-G-N,,
51,1902079B-N,,
52,201611-F-N,,
53,201611G-N,,
54,1707649A,,
55,1707649C,,
56,1707649D,,
57,1707649E,,
58,1707649F,,
59,1707649G,,
60,P001707649A,,
61,1229332C-N,,
62,1325470C-N,,
63,1431983H-1-N,,
64,1431983H-2-N,,
65,1632152C,,
66,1525978,,
67,1525978A,,
68,1525978B,,
69,1525978C,,
70,1525978D,,
71,1525978E,,
72,1525978G,,
73,1525978O,,
74,1525978R,,
75,1525978S,,
76,1525978T,,
77,1525978U,,
78,1525978V,,
79,1525978X,,
80,1525978Z4,,
81,1525978Z6,,
82,1525978Z7,,
83,1525978Z8,,
84,1525978Z99,,
85,1922917A-N,,
86,1922917B-N,,
87,P001210190K,,
88,210190,,
89,210190A,,
90,210190C,,
91,210190D,,
92,210190F,,
93,210190G,,
94,210190H,,
95,210190I,,
96,210190M,,
97,210190N,,
98,210190O,,
99,210190P,,
100,210190Q,,
101,210190S,,
102,210190U,,
103,210190V,,
104,210190Y,,
105,500203D,,
106,500203-F-Y,,
107,500203-D-Y,,
108,P001832850D,,
109,1832850C,,
110,1832850D,,
111,1941494-F-Y,,
112,1941494-C-Y,,
113,1941494-D-Y,,
114,1941494-G-Y,,
115,1941494-H-Y,,
116,1813872A,,
117,1813872B,,
118,1813872C,,
119,1813872D,,
120,1813872E,,
121,3maintenance10-P001813872B,,
122,2004610B-Y,,
123,P001823176F,,
124,1805427D,,
125,1805427E,,
126,1805427F,,
127,1805427G,,
128,1805427H,,
129,3maintenance2-P001805427B,,
130,1805428F-Y,,
131,1911849B-Y,,
132,1946957B-Y,,
133,1832548A,,
134,1813206C,,
135,1813206F,,
136,1813206G,,
137,1813206H,,
138,1813206I,,
139,3-maintenance1-P001813206B,,
140,1908223B-Y,,
141,2000957A-Y,,
142,1802840A-Y,,
143,2013094B-Y,,
144,120099,,
145,200099-H-Y,,
146,200099-O-Y,,
147,1623931C-Y,,
148,220725D,,
149,P001220725D,,
150,220725B,,
151,220725C,,
152,220725G,,
153,220725I,,
154,220725J,,
155,220725K,,
156,220725L,,
157,220725M,,
158,220725N,,
159,220725O,,
160,224800A,,
161,224800C,,
162,224800D,,
163,224800E,,
164,224800F,,
165,224800H,,
166,224800I,,
167,224800J,,
168,224800K,,
169,224800L,,
170,224800M,,
171,224800N,,
172,224800O,,
173,224800P,,
174,224800Q,,
175,224800R,,
176,224800S,,
177,224800T,,
178,224800U,,
179,224800V,,
180,224800W,,
181,224800X,,
182,224800Y,,
183,3-maintenance6-P001224800K,,
184,2-P001224800L,,
185,227953A,,
186,227953B,,
187,227953C,,
188,227953D,,
189,227953H,,
190,227953I,,
191,P001227953B,,
192,1628757C,,
193,1628757D,,
194,1628757F,,
195,2-P001628757C,,
196,3-maintenance3-P001628757B,,
197,1628757G,,
198,1924942C-Y,,
199,2010277B-Y,,
200,420978-F-Y,,
201,420978-A-Y,,
202,420978-D-Y,,
203,420978G-Y,,
204,1610403-B-Y,,
205,1610403A-Y,,
206,1610648I-Y,,
207,1612595C,,
208,1631378A-Y,,
209,1805432D,,
210,P001805432A,,
211,1702510F,,
212,2014353A-Y,,
213,1717035D,,
214,3mainttenance7 P001731444E,,
215,1735362J-Y,,
216,1739558A,,
217,1739558C,,
218,1739558D,,
219,1739558E,,
220,1739558F,,
221,1739558G,,
222,1739558H,,
223,3-maintenance9-P001739558B,,
224,1801211-B-Y,,
225,1801211 B-Y,,
226,1801211-C-Y,,
227,1809923A,,
228,1809923B,,
229,3maintenance8 P001809923A,,
230,2-P001809923A,,
231,1922271A-Y,,
232,1907335B-Y,,
233,1920531A-Y.,,
234,1920532A-Y,,
235,1929771-A-Y,,
236,1935769C-Y,,
237,2008628A-Y,,
238,1950280-D-Y,,
239,1950280-E-Y,,
240,2010717A-Y,,
