,train,val,test
0,522963,201611-F-N,1508560G-N
1,1512129I-N,201611G-N,411477-A-N
2,1713372B,1632152C,411477-A-N-1
3,1713372E,3mainttenance7 P001731444E,1631378A-Y
4,1713372F,1628757C,1805432D
5,P001713372B,1628757D,P001805432A
6,225841-N-N,1628757F,1427159G-Y
7,225841-L-N,2-P001628757C,P001716341A
8,1625960A,3-maintenance3-P001628757B,1941494-F-Y
9,1625960B,1628757G,1941494-C-Y
10,1625960C,1924942C-Y,1941494-D-Y
11,1625960D,1739259-G-Y,1941494-G-Y
12,1625960F,1739259-E-Y,1941494-H-Y
13,1625960G,1736414F,1735362J-Y
14,1625960H,1911849B-Y,1610403-B-Y
15,1625960I,,1610403A-Y
16,1625960J,,
17,1625960L,,
18,P001625960G,,
19,407984J,,
20,407984-T-N,,
21,223338G,,
22,223338-F-N,,
23,1902979C-N,,
24,1949160-C-N,,
25,1949160-A-N,,
26,902765,,
27,902765C,,
28,P000902765B,,
29,312402Q,,
30,312402,,
31,312402A,,
32,312402B,,
33,312402C,,
34,312402D,,
35,312402E,,
36,312402F,,
37,312402G,,
38,312402H,,
39,312402N,,
40,312402O,,
41,312402P,,
42,312402V,,
43,312402R,,
44,312402S,,
45,312402T,,
46,1822186A,,
47,109418-X-N,,
48,109418-E-N,,
49,109418-G-N,,
50,1902079B-N,,
51,1707649A,,
52,1707649C,,
53,1707649D,,
54,1707649E,,
55,1707649F,,
56,1707649G,,
57,P001707649A,,
58,1229332C-N,,
59,1325470C-N,,
60,1431983H-1-N,,
61,1431983H-2-N,,
62,1613742F,,
63,1525978,,
64,1525978A,,
65,1525978B,,
66,1525978C,,
67,1525978D,,
68,1525978E,,
69,1525978G,,
70,1525978O,,
71,1525978R,,
72,1525978S,,
73,1525978T,,
74,1525978U,,
75,1525978V,,
76,1525978X,,
77,1525978Z4,,
78,1525978Z6,,
79,1525978Z7,,
80,1525978Z8,,
81,1525978Z99,,
82,P00181928C,,
83,1810938E-N,,
84,1810938D-N,,
85,1810938E-1-N,,
86,1922917A-N,,
87,1922917B-N,,
88,P001210190K,,
89,210190,,
90,210190A,,
91,210190C,,
92,210190D,,
93,210190F,,
94,210190G,,
95,210190H,,
96,210190I,,
97,210190M,,
98,210190N,,
99,210190O,,
100,210190P,,
101,210190Q,,
102,210190S,,
103,210190U,,
104,210190V,,
105,210190Y,,
106,500203D,,
107,500203-F-Y,,
108,500203-D-Y,,
109,P001832850D,,
110,1832850C,,
111,1832850D,,
112,1813872A,,
113,1813872B,,
114,1813872C,,
115,1813872D,,
116,1813872E,,
117,3maintenance10-P001813872B,,
118,2004610B-Y,,
119,P001823176F,,
120,1814971B,,
121,1814971C,,
122,1814971G,,
123,1814971H,,
124,1814971I,,
125,3-maintenance5-P001814971B,,
126,2-P001814971B,,
127,1805427D,,
128,1805427E,,
129,1805427F,,
130,1805427G,,
131,1805427H,,
132,3maintenance2-P001805427B,,
133,1805428F-Y,,
134,1946957B-Y,,
135,1832548A,,
136,1839956B-Y,,
137,1813206C,,
138,1813206F,,
139,1813206G,,
140,1813206H,,
141,1813206I,,
142,3-maintenance1-P001813206B,,
143,1908223B-Y,,
144,2000957A-Y,,
145,1802840A-Y,,
146,2013094B-Y,,
147,120099,,
148,200099-H-Y,,
149,200099-O-Y,,
150,1623931C-Y,,
151,220725D,,
152,P001220725D,,
153,220725B,,
154,220725C,,
155,220725G,,
156,220725I,,
157,220725J,,
158,220725K,,
159,220725L,,
160,220725M,,
161,220725N,,
162,220725O,,
163,224800A,,
164,224800C,,
165,224800D,,
166,224800E,,
167,224800F,,
168,224800H,,
169,224800I,,
170,224800J,,
171,224800K,,
172,224800L,,
173,224800M,,
174,224800N,,
175,224800O,,
176,224800P,,
177,224800Q,,
178,224800R,,
179,224800S,,
180,224800T,,
181,224800U,,
182,224800V,,
183,224800W,,
184,224800X,,
185,224800Y,,
186,3-maintenance6-P001224800K,,
187,2-P001224800L,,
188,227953A,,
189,227953B,,
190,227953C,,
191,227953D,,
192,227953H,,
193,227953I,,
194,P001227953B,,
195,2010277B-Y,,
196,421183F.,,
197,420978-F-Y,,
198,420978-A-Y,,
199,420978-D-Y,,
200,420978G-Y,,
201,2-1613704B,,
202,2 1609002G,,
203,1609002I,,
204,1609002A,,
205,1609002B,,
206,1609002D,,
207,1609002E,,
208,1609002F,,
209,1609002H,,
210,1609002J,,
211,1609002K,,
212,1609002L,,
213,1609002M,,
214,1609002N,,
215,1609002O,,
216,1609002P,,
217,1609002P1,,
218,1609002Y,,
219,1610648I-Y,,
220,1612595C,,
221,1702510F,,
222,2014353A-Y,,
223,1717035D,,
224,1739558A,,
225,1739558C,,
226,1739558D,,
227,1739558E,,
228,1739558F,,
229,1739558G,,
230,1739558H,,
231,3-maintenance9-P001739558B,,
232,1801211-B-Y,,
233,1801211 B-Y,,
234,1801211-C-Y,,
235,1809923A,,
236,1809923B,,
237,3maintenance8 P001809923A,,
238,2-P001809923A,,
239,1922271A-Y,,
240,1828187C,,
241,3mainttenance4-P001828187A,,
242,1828187A,,
243,1828187B,,
244,1828186-B-Y,,
245,1907335B-Y,,
246,1920531A-Y.,,
247,1920532A-Y,,
248,1929771-A-Y,,
249,1935769C-Y,,
250,2008628A-Y,,
251,1950280-D-Y,,
252,1950280-E-Y,,
253,2010717A-Y,,
254,2010109A-Y,,
