,train,val,test
0,522963,1431983H-1-N,P00181928C
1,1508560G-N,1431983H-2-N,1810938E-N
2,1512129I-N,1902979C-N,1810938D-N
3,1713372B,1735362J-Y,1810938E-1-N
4,1713372E,2000957A-Y,109418-X-N
5,1713372F,120099,109418-E-N
6,P001713372B,200099-H-Y,109418-G-N
7,225841-N-N,200099-O-Y,1908223B-Y
8,225841-L-N,1935769C-Y,224800A
9,1625960A,1929771-A-Y,224800C
10,1625960B,,224800D
11,1625960C,,224800E
12,1625960D,,224800F
13,1625960F,,224800H
14,1625960G,,224800I
15,1625960H,,224800J
16,1625960I,,224800K
17,1625960J,,224800L
18,1625960L,,224800M
19,P001625960G,,224800N
20,411477-A-N,,224800O
21,411477-A-N-1,,224800P
22,407984J,,224800Q
23,407984-T-N,,224800R
24,223338G,,224800S
25,223338-F-N,,224800T
26,1949160-C-N,,224800U
27,1949160-A-N,,224800V
28,902765,,224800W
29,902765C,,224800X
30,P000902765B,,224800Y
31,312402Q,,3-maintenance6-P001224800K
32,312402,,2-P001224800L
33,312402A,,2013094B-Y
34,312402B,,1610648I-Y
35,312402C,,500203D
36,312402D,,500203-F-Y
37,312402E,,500203-D-Y
38,312402F,,
39,312402G,,
40,312402H,,
41,312402N,,
42,312402O,,
43,312402P,,
44,312402V,,
45,312402R,,
46,312402S,,
47,312402T,,
48,1822186A,,
49,1902079B-N,,
50,201611-F-N,,
51,201611G-N,,
52,1707649A,,
53,1707649C,,
54,1707649D,,
55,1707649E,,
56,1707649F,,
57,1707649G,,
58,P001707649A,,
59,1229332C-N,,
60,1325470C-N,,
61,1613742F,,
62,1632152C,,
63,1525978,,
64,1525978A,,
65,1525978B,,
66,1525978C,,
67,1525978D,,
68,1525978E,,
69,1525978G,,
70,1525978O,,
71,1525978R,,
72,1525978S,,
73,1525978T,,
74,1525978U,,
75,1525978V,,
76,1525978X,,
77,1525978Z4,,
78,1525978Z6,,
79,1525978Z7,,
80,1525978Z8,,
81,1525978Z99,,
82,1922917A-N,,
83,1922917B-N,,
84,P001210190K,,
85,210190,,
86,210190A,,
87,210190C,,
88,210190D,,
89,210190F,,
90,210190G,,
91,210190H,,
92,210190I,,
93,210190M,,
94,210190N,,
95,210190O,,
96,210190P,,
97,210190Q,,
98,210190S,,
99,210190U,,
100,210190V,,
101,210190Y,,
102,P001832850D,,
103,1832850C,,
104,1832850D,,
105,1739259-G-Y,,
106,1739259-E-Y,,
107,1941494-F-Y,,
108,1941494-C-Y,,
109,1941494-D-Y,,
110,1941494-G-Y,,
111,1941494-H-Y,,
112,1813872A,,
113,1813872B,,
114,1813872C,,
115,1813872D,,
116,1813872E,,
117,3maintenance10-P001813872B,,
118,2004610B-Y,,
119,P001823176F,,
120,1814971B,,
121,1814971C,,
122,1814971G,,
123,1814971H,,
124,1814971I,,
125,3-maintenance5-P001814971B,,
126,2-P001814971B,,
127,1736414F,,
128,1805427D,,
129,1805427E,,
130,1805427F,,
131,1805427G,,
132,1805427H,,
133,3maintenance2-P001805427B,,
134,1805428F-Y,,
135,1911849B-Y,,
136,1946957B-Y,,
137,1832548A,,
138,1839956B-Y,,
139,1813206C,,
140,1813206F,,
141,1813206G,,
142,1813206H,,
143,1813206I,,
144,3-maintenance1-P001813206B,,
145,1427159G-Y,,
146,P001716341A,,
147,1802840A-Y,,
148,1623931C-Y,,
149,220725D,,
150,P001220725D,,
151,220725B,,
152,220725C,,
153,220725G,,
154,220725I,,
155,220725J,,
156,220725K,,
157,220725L,,
158,220725M,,
159,220725N,,
160,220725O,,
161,227953A,,
162,227953B,,
163,227953C,,
164,227953D,,
165,227953H,,
166,227953I,,
167,P001227953B,,
168,1628757C,,
169,1628757D,,
170,1628757F,,
171,2-P001628757C,,
172,3-maintenance3-P001628757B,,
173,1628757G,,
174,1924942C-Y,,
175,2010277B-Y,,
176,421183F.,,
177,420978-F-Y,,
178,420978-A-Y,,
179,420978-D-Y,,
180,420978G-Y,,
181,1610403-B-Y,,
182,1610403A-Y,,
183,2-1613704B,,
184,2 1609002G,,
185,1609002I,,
186,1609002A,,
187,1609002B,,
188,1609002D,,
189,1609002E,,
190,1609002F,,
191,1609002H,,
192,1609002J,,
193,1609002K,,
194,1609002L,,
195,1609002M,,
196,1609002N,,
197,1609002O,,
198,1609002P,,
199,1609002P1,,
200,1609002Y,,
201,1612595C,,
202,1631378A-Y,,
203,1805432D,,
204,P001805432A,,
205,1702510F,,
206,2014353A-Y,,
207,1717035D,,
208,3mainttenance7 P001731444E,,
209,1739558A,,
210,1739558C,,
211,1739558D,,
212,1739558E,,
213,1739558F,,
214,1739558G,,
215,1739558H,,
216,3-maintenance9-P001739558B,,
217,1801211-B-Y,,
218,1801211 B-Y,,
219,1801211-C-Y,,
220,1809923A,,
221,1809923B,,
222,3maintenance8 P001809923A,,
223,2-P001809923A,,
224,1922271A-Y,,
225,1828187C,,
226,3mainttenance4-P001828187A,,
227,1828187A,,
228,1828187B,,
229,1828186-B-Y,,
230,1907335B-Y,,
231,1920531A-Y.,,
232,1920532A-Y,,
233,2008628A-Y,,
234,1950280-D-Y,,
235,1950280-E-Y,,
236,2010717A-Y,,
237,2010109A-Y,,
