,train,val,test
0,1508560G-N,522963,1707649A
1,1512129I-N,1625960A,1707649C
2,1713372B,1625960B,1707649D
3,1713372E,1625960C,1707649E
4,1713372F,1625960D,1707649F
5,P001713372B,1625960F,1707649G
6,225841-N-N,1625960G,P001707649A
7,225841-L-N,1625960H,1229332C-N
8,411477-A-N,1625960I,1922917A-N
9,411477-A-N-1,1625960J,1922917B-N
10,407984J,1625960L,1801211-B-Y
11,407984-T-N,P001625960G,1801211 B-Y
12,223338G,2-1613704B,1801211-C-Y
13,223338-F-N,1814971B,1911849B-Y
14,1902979C-N,1814971C,2010277B-Y
15,1949160-C-N,1814971G,1920531A-Y.
16,1949160-A-N,1814971H,1920532A-Y
17,902765,1814971I,1702510F
18,902765C,3-maintenance5-P001814971B,
19,P000902765B,2-P001814971B,
20,312402Q,3mainttenance7 P001731444E,
21,312402,500203D,
22,312402A,500203-F-Y,
23,312402B,500203-D-Y,
24,312402C,1935769C-Y,
25,312402D,,
26,312402E,,
27,312402F,,
28,312402G,,
29,312402H,,
30,312402N,,
31,312402O,,
32,312402P,,
33,312402V,,
34,312402R,,
35,312402S,,
36,312402T,,
37,1822186A,,
38,109418-X-N,,
39,109418-E-N,,
40,109418-G-N,,
41,1902079B-N,,
42,201611-F-N,,
43,201611G-N,,
44,1325470C-N,,
45,1431983H-1-N,,
46,1431983H-2-N,,
47,1613742F,,
48,1632152C,,
49,1525978,,
50,1525978A,,
51,1525978B,,
52,1525978C,,
53,1525978D,,
54,1525978E,,
55,1525978G,,
56,1525978O,,
57,1525978R,,
58,1525978S,,
59,1525978T,,
60,1525978U,,
61,1525978V,,
62,1525978X,,
63,1525978Z4,,
64,1525978Z6,,
65,1525978Z7,,
66,1525978Z8,,
67,1525978Z99,,
68,P00181928C,,
69,1810938E-N,,
70,1810938D-N,,
71,1810938E-1-N,,
72,P001210190K,,
73,210190,,
74,210190A,,
75,210190C,,
76,210190D,,
77,210190F,,
78,210190G,,
79,210190H,,
80,210190I,,
81,210190M,,
82,210190N,,
83,210190O,,
84,210190P,,
85,210190Q,,
86,210190S,,
87,210190U,,
88,210190V,,
89,210190Y,,
90,P001832850D,,
91,1832850C,,
92,1832850D,,
93,1739259-G-Y,,
94,1739259-E-Y,,
95,1941494-F-Y,,
96,1941494-C-Y,,
97,1941494-D-Y,,
98,1941494-G-Y,,
99,1941494-H-Y,,
100,1813872A,,
101,1813872B,,
102,1813872C,,
103,1813872D,,
104,1813872E,,
105,3maintenance10-P001813872B,,
106,2004610B-Y,,
107,P001823176F,,
108,1736414F,,
109,1805427D,,
110,1805427E,,
111,1805427F,,
112,1805427G,,
113,1805427H,,
114,3maintenance2-P001805427B,,
115,1805428F-Y,,
116,1946957B-Y,,
117,1832548A,,
118,1839956B-Y,,
119,1813206C,,
120,1813206F,,
121,1813206G,,
122,1813206H,,
123,1813206I,,
124,3-maintenance1-P001813206B,,
125,1427159G-Y,,
126,P001716341A,,
127,1908223B-Y,,
128,2000957A-Y,,
129,1802840A-Y,,
130,2013094B-Y,,
131,120099,,
132,200099-H-Y,,
133,200099-O-Y,,
134,1623931C-Y,,
135,220725D,,
136,P001220725D,,
137,220725B,,
138,220725C,,
139,220725G,,
140,220725I,,
141,220725J,,
142,220725K,,
143,220725L,,
144,220725M,,
145,220725N,,
146,220725O,,
147,224800A,,
148,224800C,,
149,224800D,,
150,224800E,,
151,224800F,,
152,224800H,,
153,224800I,,
154,224800J,,
155,224800K,,
156,224800L,,
157,224800M,,
158,224800N,,
159,224800O,,
160,224800P,,
161,224800Q,,
162,224800R,,
163,224800S,,
164,224800T,,
165,224800U,,
166,224800V,,
167,224800W,,
168,224800X,,
169,224800Y,,
170,3-maintenance6-P001224800K,,
171,2-P001224800L,,
172,227953A,,
173,227953B,,
174,227953C,,
175,227953D,,
176,227953H,,
177,227953I,,
178,P001227953B,,
179,1628757C,,
180,1628757D,,
181,1628757F,,
182,2-P001628757C,,
183,3-maintenance3-P001628757B,,
184,1628757G,,
185,1924942C-Y,,
186,421183F.,,
187,420978-F-Y,,
188,420978-A-Y,,
189,420978-D-Y,,
190,420978G-Y,,
191,1610403-B-Y,,
192,1610403A-Y,,
193,2 1609002G,,
194,1609002I,,
195,1609002A,,
196,1609002B,,
197,1609002D,,
198,1609002E,,
199,1609002F,,
200,1609002H,,
201,1609002J,,
202,1609002K,,
203,1609002L,,
204,1609002M,,
205,1609002N,,
206,1609002O,,
207,1609002P,,
208,1609002P1,,
209,1609002Y,,
210,1610648I-Y,,
211,1612595C,,
212,1631378A-Y,,
213,1805432D,,
214,P001805432A,,
215,2014353A-Y,,
216,1717035D,,
217,1735362J-Y,,
218,1739558A,,
219,1739558C,,
220,1739558D,,
221,1739558E,,
222,1739558F,,
223,1739558G,,
224,1739558H,,
225,3-maintenance9-P001739558B,,
226,1809923A,,
227,1809923B,,
228,3maintenance8 P001809923A,,
229,2-P001809923A,,
230,1922271A-Y,,
231,1828187C,,
232,3mainttenance4-P001828187A,,
233,1828187A,,
234,1828187B,,
235,1828186-B-Y,,
236,1907335B-Y,,
237,1929771-A-Y,,
238,2008628A-Y,,
239,1950280-D-Y,,
240,1950280-E-Y,,
241,2010717A-Y,,
242,2010109A-Y,,
