,train,val,test
0,BRACS_1972,BRACS_1480,BRACS_1593
1,BRACS_1973,BRACS_1003706,BRACS_1594
2,BRACS_1965,BRACS_1401,BRACS_1321
3,BRACS_1966,BRACS_1403,BRACS_1322
4,BRACS_1967,BRACS_1404,BRACS_1324
5,BRACS_1295,BRACS_1405,BRACS_1003713
6,BRACS_1296,BRACS_1962,BRACS_1003714
7,BRACS_1275,BRACS_1963,BRACS_1003717
8,BRACS_1276,BRACS_1964,BRACS_1003718
9,BRACS_1248,BRACS_1273,BRACS_1003734
10,BRACS_1267,BRACS_1274,BRACS_1003658
11,BRACS_1269,BRACS_1261,BRACS_1003659
12,BRACS_1270,BRACS_3268,BRACS_1003686
13,BRACS_1325,BRACS_3269,BRACS_1605
14,BRACS_1326,BRACS_3270,BRACS_1606
15,BRACS_1327,BRACS_3271,BRACS_1957
16,BRACS_1329,BRACS_1791,BRACS_1958
17,BRACS_1330,BRACS_1792,BRACS_1959
18,BRACS_1334,BRACS_1793,BRACS_1003703
19,BRACS_1335,BRACS_1794,BRACS_1247
20,BRACS_1336,BRACS_1795,BRACS_1892
21,BRACS_1337,BRACS_1796,BRACS_1516
22,BRACS_1338,BRACS_1228,BRACS_286
23,BRACS_1416,BRACS_1283,BRACS_1974
24,BRACS_1423,BRACS_1284,BRACS_1975
25,BRACS_1424,BRACS_1286,BRACS_1977
26,BRACS_1619,BRACS_1645,BRACS_1978
27,BRACS_1581,BRACS_1646,BRACS_1979
28,BRACS_1582,BRACS_1647,BRACS_1980
29,BRACS_1583,BRACS_1648,BRACS_1981
30,BRACS_1584,BRACS_1649,BRACS_1494
31,BRACS_1585,BRACS_283,BRACS_1495
32,BRACS_1591,BRACS_2007,BRACS_1496
33,BRACS_1592,BRACS_1782,BRACS_1497
34,BRACS_1595,BRACS_1783,BRACS_1498
35,BRACS_1596,BRACS_1784,BRACS_1499
36,BRACS_1603,BRACS_1785,BRACS_1288
37,BRACS_1604,BRACS_1786,BRACS_1289
38,BRACS_1612,BRACS_1787,BRACS_1292
39,BRACS_1614,BRACS_1788,BRACS_1293
40,BRACS_1631,BRACS_1789,BRACS_1287
41,BRACS_1632,BRACS_1406,BRACS_3289
42,BRACS_1633,BRACS_1407,BRACS_3290
43,BRACS_1634,BRACS_1408,BRACS_1003684
44,BRACS_1655,BRACS_1409,BRACS_1506
45,BRACS_1656,BRACS_1813,BRACS_1507
46,BRACS_1658,BRACS_1993,BRACS_1508
47,BRACS_1659,BRACS_1994,BRACS_1509
48,BRACS_1660,BRACS_1995,BRACS_1510
49,BRACS_1661,BRACS_1996,
50,BRACS_1664,BRACS_1997,
51,BRACS_1665,BRACS_1998,
52,BRACS_1666,BRACS_1999,
53,BRACS_1667,BRACS_2000,
54,BRACS_3272,BRACS_2001,
55,BRACS_3273,BRACS_2002,
56,BRACS_3274,BRACS_1003692,
57,BRACS_3275,BRACS_1842,
58,BRACS_3276,BRACS_1843,
59,BRACS_3277,BRACS_1844,
60,BRACS_3278,BRACS_1845,
61,BRACS_3279,BRACS_1846,
62,BRACS_3281,BRACS_1847,
63,BRACS_3282,BRACS_1848,
64,BRACS_3283,BRACS_1849,
65,BRACS_3295,BRACS_1850,
66,BRACS_3296,BRACS_1851,
67,BRACS_3298,BRACS_1852,
68,BRACS_264,BRACS_1853,
69,BRACS_265,BRACS_1855,
70,BRACS_1249,BRACS_1856,
71,BRACS_3309,BRACS_1003670,
72,BRACS_3310,,
73,BRACS_3311,,
74,BRACS_3312,,
75,BRACS_3313,,
76,BRACS_3334,,
77,BRACS_3335,,
78,BRACS_3336,,
79,BRACS_3337,,
80,BRACS_1879,,
81,BRACS_1893,,
82,BRACS_1960,,
83,BRACS_1961,,
84,BRACS_2004,,
85,BRACS_2005,,
86,BRACS_1253,,
87,BRACS_1240,,
88,BRACS_1241,,
89,BRACS_1242,,
90,BRACS_1244,,
91,BRACS_1668,,
92,BRACS_1669,,
93,BRACS_1003710,,
94,BRACS_1003685,,
95,BRACS_1003707,,
96,BRACS_1385,,
97,BRACS_1003700,,
98,BRACS_1003675,,
99,BRACS_1003730,,
100,BRACS_1003671,,
101,BRACS_1003672,,
102,BRACS_1003705,,
103,BRACS_1003668,,
104,BRACS_1003669,,
105,BRACS_1003715,,
106,BRACS_1003716,,
107,BRACS_1003724,,
108,BRACS_1003725,,
109,BRACS_1949,,
110,BRACS_1984,,
111,BRACS_1986,,
112,BRACS_1987,,
113,BRACS_1988,,
114,BRACS_1989,,
115,BRACS_1982,,
116,BRACS_1983,,
117,BRACS_1860,,
118,BRACS_1861,,
119,BRACS_1862,,
120,BRACS_1863,,
121,BRACS_1864,,
122,BRACS_1865,,
123,BRACS_1866,,
124,BRACS_1932,,
125,BRACS_1933,,
126,BRACS_1934,,
127,BRACS_310,,
128,BRACS_311,,
129,BRACS_292,,
130,BRACS_1797,,
131,BRACS_1798,,
132,BRACS_1799,,
133,BRACS_301,,
134,BRACS_1361,,
135,BRACS_1362,,
136,BRACS_1366,,
137,BRACS_1367,,
138,BRACS_1368,,
139,BRACS_1919,,
140,BRACS_1920,,
141,BRACS_1921,,
142,BRACS_1922,,
143,BRACS_1923,,
144,BRACS_1927,,
145,BRACS_1928,,
146,BRACS_1929,,
147,BRACS_1930,,
148,BRACS_1931,,
149,BRACS_1817,,
150,BRACS_1820,,
151,BRACS_1821,,
152,BRACS_1823,,
153,BRACS_1824,,
154,BRACS_1825,,
155,BRACS_1826,,
156,BRACS_1913,,
157,BRACS_1914,,
158,BRACS_1915,,
159,BRACS_1916,,
160,BRACS_1917,,
161,BRACS_1918,,
162,BRACS_1924,,
163,BRACS_1925,,
164,BRACS_1926,,
165,BRACS_1277,,
166,BRACS_1279,,
167,BRACS_1272,,
168,BRACS_1271,,
169,BRACS_280,,
170,BRACS_1318,,
171,BRACS_1319,,
172,BRACS_1320,,
173,BRACS_1392,,
174,BRACS_1393,,
175,BRACS_1394,,
176,BRACS_1395,,
177,BRACS_1411,,
178,BRACS_1412,,
179,BRACS_1413,,
180,BRACS_1414,,
181,BRACS_1616,,
182,BRACS_1617,,
183,BRACS_1618,,
184,BRACS_1620,,
185,BRACS_1621,,
186,BRACS_1622,,
187,BRACS_1578,,
188,BRACS_1579,,
189,BRACS_1580,,
190,BRACS_1473,,
191,BRACS_1474,,
192,BRACS_1476,,
193,BRACS_1489,,
194,BRACS_1490,,
195,BRACS_1491,,
196,BRACS_1492,,
197,BRACS_1493,,
198,BRACS_1511,,
199,BRACS_1512,,
200,BRACS_1513,,
201,BRACS_1514,,
202,BRACS_1515,,
203,BRACS_1483,,
204,BRACS_1484,,
205,BRACS_1485,,
206,BRACS_1486,,
207,BRACS_1487,,
208,BRACS_1477,,
209,BRACS_1478,,
210,BRACS_1911,,
211,BRACS_1912,,
212,BRACS_1503,,
213,BRACS_1587,,
214,BRACS_1588,,
215,BRACS_1589,,
216,BRACS_1590,,
217,BRACS_1597,,
218,BRACS_1598,,
219,BRACS_1599,,
220,BRACS_1601,,
221,BRACS_1602,,
222,BRACS_1607,,
223,BRACS_1608,,
224,BRACS_1609,,
225,BRACS_1610,,
226,BRACS_1003660,,
227,BRACS_1003661,,
228,BRACS_1870,,
229,BRACS_1872,,
230,BRACS_1936,,
231,BRACS_1937,,
232,BRACS_1635,,
233,BRACS_1636,,
234,BRACS_1637,,
235,BRACS_1638,,
236,BRACS_1639,,
237,BRACS_1640,,
238,BRACS_1641,,
239,BRACS_1642,,
240,BRACS_1643,,
241,BRACS_1650,,
242,BRACS_1652,,
243,BRACS_1653,,
244,BRACS_1654,,
245,BRACS_1003727,,
246,BRACS_1003728,,
247,BRACS_3284,,
248,BRACS_3285,,
249,BRACS_3266,,
250,BRACS_3291,,
251,BRACS_3292,,
252,BRACS_3293,,
253,BRACS_3294,,
254,BRACS_734,,
255,BRACS_1369,,
256,BRACS_1370,,
257,BRACS_1906,,
258,BRACS_1908,,
259,BRACS_1910,,
260,BRACS_1815,,
261,BRACS_1816,,
262,BRACS_735,,
263,BRACS_736,,
264,BRACS_737,,
265,BRACS_738,,
266,BRACS_739,,
267,BRACS_740,,
268,BRACS_1871,,
269,BRACS_1873,,
270,BRACS_1874,,
271,BRACS_1875,,
272,BRACS_1877,,
273,BRACS_1888,,
274,BRACS_1950,,
275,BRACS_1968,,
276,BRACS_1969,,
277,BRACS_1970,,
278,BRACS_1971,,
279,BRACS_1814,,
280,BRACS_1832,,
281,BRACS_1833,,
282,BRACS_1834,,
283,BRACS_1835,,
284,BRACS_1836,,
285,BRACS_1837,,
286,BRACS_1838,,
287,BRACS_1839,,
288,BRACS_1840,,
289,BRACS_1841,,
290,BRACS_1858,,
291,BRACS_1772,,
292,BRACS_1773,,
293,BRACS_1774,,
294,BRACS_1775,,
295,BRACS_1777,,
296,BRACS_1778,,
297,BRACS_1779,,
298,BRACS_1780,,
299,BRACS_1263,,
300,BRACS_1265,,
301,BRACS_288,,
302,BRACS_743,,
303,BRACS_1771,,
304,BRACS_745,,
305,BRACS_747,,
306,BRACS_748,,
307,BRACS_749,,
308,BRACS_750,,
309,BRACS_752,,
310,BRACS_753,,
311,BRACS_754,,
312,BRACS_755,,
313,BRACS_756,,
314,BRACS_757,,
315,BRACS_758,,
316,BRACS_759,,
317,BRACS_760,,
318,BRACS_761,,
319,BRACS_762,,
320,BRACS_1379,,
321,BRACS_1935,,
322,BRACS_305,,
323,BRACS_281,,
324,BRACS_1895,,
325,BRACS_1896,,
326,BRACS_1897,,
327,BRACS_298,,
328,BRACS_297,,
329,BRACS_3305,,
330,BRACS_3308,,
331,BRACS_3314,,
332,BRACS_3315,,
333,BRACS_3316,,
334,BRACS_3317,,
335,BRACS_3318,,
336,BRACS_3319,,
337,BRACS_3320,,
338,BRACS_3321,,
339,BRACS_3322,,
340,BRACS_3323,,
341,BRACS_3324,,
342,BRACS_291,,
343,BRACS_1857,,
344,BRACS_1869,,
345,BRACS_1880,,
346,BRACS_1881,,
347,BRACS_1882,,
348,BRACS_1890,,
349,BRACS_1876,,
350,BRACS_1883,,
