,train,val,test
0,BRACS_1965,BRACS_1605,BRACS_1003668
1,BRACS_1966,BRACS_1606,BRACS_3309
2,BRACS_1967,BRACS_1584,BRACS_3310
3,BRACS_1295,BRACS_1585,BRACS_3311
4,BRACS_1296,BRACS_1972,BRACS_3312
5,BRACS_1273,BRACS_1973,BRACS_3313
6,BRACS_1274,BRACS_1253,BRACS_1655
7,BRACS_1248,BRACS_1261,BRACS_1656
8,BRACS_1321,BRACS_1385,BRACS_1658
9,BRACS_1322,BRACS_1614,BRACS_1659
10,BRACS_1324,BRACS_1631,BRACS_1660
11,BRACS_1325,BRACS_1632,BRACS_1661
12,BRACS_1326,BRACS_1633,BRACS_1267
13,BRACS_1327,BRACS_1634,BRACS_1269
14,BRACS_1329,BRACS_1489,BRACS_1270
15,BRACS_1330,BRACS_1490,BRACS_1664
16,BRACS_1334,BRACS_1491,BRACS_1665
17,BRACS_1335,BRACS_1492,BRACS_1962
18,BRACS_1336,BRACS_1493,BRACS_1963
19,BRACS_1337,BRACS_1645,BRACS_1964
20,BRACS_1338,BRACS_1646,BRACS_1275
21,BRACS_1401,BRACS_1647,BRACS_1276
22,BRACS_1403,BRACS_1648,BRACS_1003708
23,BRACS_1404,BRACS_1649,BRACS_1411
24,BRACS_1405,BRACS_1616,BRACS_1412
25,BRACS_1416,BRACS_1617,BRACS_1413
26,BRACS_1423,BRACS_1618,BRACS_1414
27,BRACS_1424,BRACS_1620,BRACS_1318
28,BRACS_1619,BRACS_1621,BRACS_1319
29,BRACS_1480,BRACS_1622,BRACS_1320
30,BRACS_1581,BRACS_1815,BRACS_1782
31,BRACS_1582,BRACS_1816,BRACS_1783
32,BRACS_1583,BRACS_297,BRACS_1784
33,BRACS_1591,BRACS_1827,BRACS_1785
34,BRACS_1592,BRACS_1828,BRACS_1786
35,BRACS_1593,BRACS_1829,BRACS_1787
36,BRACS_1594,BRACS_1830,BRACS_1788
37,BRACS_1595,BRACS_1831,BRACS_1789
38,BRACS_1596,BRACS_2007,BRACS_734
39,BRACS_1603,BRACS_1913,BRACS_1369
40,BRACS_1604,BRACS_1914,BRACS_1370
41,BRACS_1612,BRACS_1915,BRACS_1263
42,BRACS_1666,BRACS_1916,BRACS_1265
