,train,val,test
0,BRACS_1972,BRACS_3274,BRACS_1423
1,BRACS_1973,BRACS_3275,BRACS_1424
2,BRACS_1965,BRACS_3276,BRACS_1655
3,BRACS_1966,BRACS_3277,BRACS_1656
4,BRACS_1967,BRACS_3278,BRACS_1658
5,BRACS_1295,BRACS_1666,BRACS_1659
6,BRACS_1296,BRACS_1667,BRACS_1660
7,BRACS_1273,BRACS_3309,BRACS_1661
8,BRACS_1274,BRACS_3310,BRACS_1591
9,BRACS_1275,BRACS_3311,BRACS_1592
10,BRACS_1276,BRACS_3312,BRACS_1614
11,BRACS_1248,BRACS_3313,BRACS_1631
12,BRACS_1267,BRACS_1329,BRACS_1632
13,BRACS_1269,BRACS_265,BRACS_1633
14,BRACS_1270,BRACS_1581,BRACS_1634
15,BRACS_1321,BRACS_1582,BRACS_1003658
16,BRACS_1322,BRACS_1583,BRACS_1003659
17,BRACS_1324,BRACS_1325,BRACS_1003686
18,BRACS_1330,BRACS_1326,BRACS_1003707
19,BRACS_1334,BRACS_1327,BRACS_1619
20,BRACS_1335,BRACS_295,BRACS_1003691
21,BRACS_1336,BRACS_3314,BRACS_1250
22,BRACS_1337,BRACS_3315,BRACS_1251
23,BRACS_1338,BRACS_3316,BRACS_1003678
24,BRACS_1401,BRACS_3317,BRACS_3318
25,BRACS_1403,BRACS_1477,BRACS_3319
26,BRACS_1404,BRACS_1478,BRACS_3320
27,BRACS_1405,BRACS_1911,BRACS_3321
28,BRACS_1416,BRACS_1912,BRACS_1871
29,BRACS_1480,BRACS_1228,BRACS_1873
30,BRACS_1584,BRACS_1283,BRACS_1874
31,BRACS_1585,BRACS_1284,BRACS_1875
32,BRACS_1593,BRACS_1286,BRACS_1877
33,BRACS_1594,BRACS_1842,BRACS_1888
34,BRACS_1595,BRACS_1843,BRACS_1950
35,BRACS_1596,BRACS_1844,BRACS_1968
36,BRACS_1603,BRACS_1845,BRACS_1969
37,BRACS_1604,BRACS_1846,BRACS_1970
38,BRACS_1605,BRACS_1847,BRACS_1971
39,BRACS_1606,BRACS_1848,BRACS_305
40,BRACS_1612,BRACS_1849,BRACS_3291
41,BRACS_1664,BRACS_1850,BRACS_3292
42,BRACS_1665,BRACS_1851,BRACS_3293
43,BRACS_3268,BRACS_1852,BRACS_3294
44,BRACS_3269,BRACS_1853,BRACS_1503
45,BRACS_3270,BRACS_1855,BRACS_1860
46,BRACS_3271,BRACS_1856,BRACS_1861
47,BRACS_3272,BRACS_1511,BRACS_1862
48,BRACS_3273,BRACS_1512,BRACS_1863
49,BRACS_3279,BRACS_1513,BRACS_1864
50,BRACS_3281,BRACS_1514,BRACS_1865
51,BRACS_3282,BRACS_1515,BRACS_1866
52,BRACS_3283,BRACS_1489,BRACS_1932
53,BRACS_3295,BRACS_1490,BRACS_1933
54,BRACS_3296,BRACS_1491,BRACS_1934
55,BRACS_3298,BRACS_1492,BRACS_1814
56,BRACS_264,BRACS_1493,BRACS_1406
57,BRACS_1249,BRACS_283,BRACS_1407
58,BRACS_1962,BRACS_3300,BRACS_1408
59,BRACS_1963,BRACS_3301,BRACS_1409
60,BRACS_1964,BRACS_3302,BRACS_1003670
