,train,val,test
0,BRACS_1972,BRACS_1325,BRACS_1480
1,BRACS_1973,BRACS_1326,BRACS_1960
2,BRACS_1295,BRACS_1327,BRACS_1961
3,BRACS_1296,BRACS_1581,BRACS_2004
4,BRACS_1273,BRACS_1582,BRACS_2005
5,BRACS_1274,BRACS_1583,BRACS_1614
6,BRACS_1275,BRACS_1335,BRACS_1631
7,BRACS_1276,BRACS_1336,BRACS_1632
8,BRACS_1248,BRACS_1337,BRACS_1633
9,BRACS_1321,BRACS_1338,BRACS_1634
10,BRACS_1322,BRACS_1591,BRACS_1329
11,BRACS_1324,BRACS_1592,BRACS_1965
12,BRACS_1330,BRACS_3337,BRACS_1966
13,BRACS_1334,BRACS_1267,BRACS_1967
14,BRACS_1401,BRACS_1269,BRACS_1244
15,BRACS_1403,BRACS_1270,BRACS_3334
16,BRACS_1404,BRACS_1655,BRACS_3335
17,BRACS_1405,BRACS_1656,BRACS_1477
18,BRACS_1416,BRACS_1658,BRACS_1478
19,BRACS_1423,BRACS_1659,BRACS_1911
20,BRACS_1424,BRACS_1660,BRACS_1912
21,BRACS_1619,BRACS_1661,BRACS_311
22,BRACS_1584,BRACS_1869,BRACS_280
23,BRACS_1585,BRACS_1880,BRACS_1271
24,BRACS_1593,BRACS_1881,BRACS_1272
25,BRACS_1594,BRACS_1882,BRACS_1361
26,BRACS_1595,BRACS_1890,BRACS_1362
27,BRACS_1596,BRACS_297,BRACS_1366
28,BRACS_1603,BRACS_1003691,BRACS_1367
29,BRACS_1604,BRACS_1235,BRACS_1368
30,BRACS_1605,BRACS_1238,BRACS_1003698
31,BRACS_1606,BRACS_1489,BRACS_1392
32,BRACS_1612,BRACS_1490,BRACS_1393
33,BRACS_1664,BRACS_1491,BRACS_1394
34,BRACS_1665,BRACS_1492,BRACS_1395
35,BRACS_1666,BRACS_1493,BRACS_1949
36,BRACS_1667,BRACS_310,BRACS_1984
37,BRACS_3268,BRACS_1003699,BRACS_1986
38,BRACS_3269,BRACS_1003684,BRACS_1987
39,BRACS_3270,BRACS_1982,BRACS_1988
40,BRACS_3271,BRACS_1983,BRACS_1989
