,train,val,test
0,13952_0,18844_0,26820_0
1,13952_1,18850_0,13980_0
2,13955_0,18850_1,13980_1
3,13957_0,18850_2,13980_2
4,13961_0,26819_0,26835_0
5,13961_1,18849_0,26817_0
6,13963_0,18849_1,26791_0
7,13963_1,18849_2,26841_0
8,13979_0,26832_0,13975_0
9,13983_0,26824_0,18852_0
10,13983_1,13960_0,26855_0
11,13983_2,18851_0,13966_0
12,13983_3,19694_0,19685_0
13,18827_0,19689_0,26793_0
14,18827_1,26805_0,13981_0
15,18827_2,26808_0,13981_1
16,18832_0,13973_0,26842_0
17,18834_0,13973_1,19686_0
18,18837_0,13973_2,
19,18839_0,18843_0,
20,18846_0,18843_1,
21,18853_0,18840_0,
22,19668_0,18840_1,
23,19674_0,18840_2,
24,19676_0,18840_3,
25,19677_0,18840_4,
26,19680_0,18840_5,
27,19692_0,,
28,19693_0,,
29,19697_0,,
30,19699_0,,
31,19700_0,,
32,26787_0,,
33,26790_0,,
34,26792_0,,
35,26794_0,,
36,26797_0,,
37,26798_0,,
38,26799_0,,
39,26800_0,,
40,26801_0,,
41,26802_0,,
42,26803_0,,
43,26806_0,,
44,26807_0,,
45,26809_0,,
46,26810_0,,
47,26811_0,,
48,26813_0,,
49,26814_0,,
50,26815_0,,
51,26816_0,,
52,26821_0,,
53,26822_0,,
54,26823_0,,
55,26825_0,,
56,26826_0,,
57,26828_0,,
58,26829_0,,
59,26831_0,,
60,26833_0,,
61,26837_0,,
62,26838_0,,
63,26839_0,,
64,26843_0,,
65,26844_0,,
66,26845_0,,
67,26846_0,,
68,26847_0,,
69,26848_0,,
70,26849_0,,
71,26850_0,,
72,26851_0,,
73,26852_0,,
74,26853_0,,
75,26854_0,,
76,26857_0,,
77,26860_0,,
78,13953_0,,
79,13953_1,,
80,13954_0,,
81,13958_0,,
82,13958_1,,
83,13958_2,,
84,13958_3,,
85,13959_0,,
86,13962_0,,
87,13962_1,,
88,13964_0,,
89,13965_0,,
90,13965_1,,
91,13965_2,,
92,13969_0,,
93,13969_1,,
94,13971_0,,
95,13972_0,,
96,13972_1,,
97,13974_0,,
98,13974_1,,
99,13976_0,,
100,13977_0,,
101,13977_1,,
102,13977_2,,
103,13978_0,,
104,13978_1,,
105,13982_0,,
106,18829_0,,
107,18830_0,,
108,18831_0,,
109,18833_0,,
110,18835_0,,
111,18836_0,,
112,18836_1,,
113,18838_0,,
114,18841_0,,
115,18841_1,,
116,18841_2,,
117,18842_0,,
118,18845_0,,
119,18847_0,,
120,18847_10,,
121,18847_1,,
122,18847_2,,
123,18847_3,,
124,18847_4,,
125,18847_5,,
126,18847_6,,
127,18847_7,,
128,18847_8,,
129,18847_9,,
130,18848_0,,
131,18848_1,,
132,18848_2,,
133,18848_3,,
134,18848_4,,
135,18848_5,,
136,18848_6,,
137,19667_0,,
138,19669_0,,
139,19671_0,,
140,19672_0,,
141,19675_0,,
142,19678_0,,
143,19681_0,,
144,19684_0,,
145,19690_0,,
146,19691_0,,
147,19695_0,,
148,19696_0,,
149,19698_0,,
150,26788_0,,
151,26789_0,,
152,26795_0,,
153,26796_0,,
154,26804_0,,
155,26812_0,,
156,26834_0,,
157,26858_0,,
158,26859_0,,
