,train,val,test
0,13952_0,26794_0,26819_0
1,13952_1,18827_0,19677_0
2,13955_0,18827_1,26798_0
3,13957_0,18827_2,19668_0
4,13960_0,19697_0,13980_0
5,13961_0,26844_0,13980_1
6,13961_1,19693_0,13980_2
7,13963_0,26852_0,26814_0
8,13963_1,26849_0,26791_0
9,13975_0,26802_0,26803_0
10,13979_0,19692_0,19699_0
11,13983_0,13969_0,19672_0
12,13983_1,13969_1,19675_0
13,13983_2,13974_0,13978_0
14,13983_3,13974_1,13978_1
15,18832_0,26805_0,18838_0
16,18834_0,26858_0,18842_0
17,18837_0,13977_0,19678_0
18,18839_0,13977_1,
19,18844_0,13977_2,
20,18846_0,13962_0,
21,18849_0,13962_1,
22,18849_1,,
23,18849_2,,
24,18850_0,,
25,18850_1,,
26,18850_2,,
27,18851_0,,
28,18852_0,,
29,18853_0,,
30,19674_0,,
31,19676_0,,
32,19680_0,,
33,19694_0,,
34,19700_0,,
35,26787_0,,
36,26790_0,,
37,26792_0,,
38,26797_0,,
39,26799_0,,
40,26800_0,,
41,26801_0,,
42,26806_0,,
43,26807_0,,
44,26809_0,,
45,26810_0,,
46,26811_0,,
47,26813_0,,
48,26815_0,,
49,26816_0,,
50,26817_0,,
51,26820_0,,
52,26821_0,,
53,26822_0,,
54,26823_0,,
55,26824_0,,
56,26825_0,,
57,26826_0,,
58,26828_0,,
59,26829_0,,
60,26831_0,,
61,26832_0,,
62,26833_0,,
63,26835_0,,
64,26837_0,,
65,26838_0,,
66,26839_0,,
67,26841_0,,
68,26843_0,,
69,26845_0,,
70,26846_0,,
71,26847_0,,
72,26848_0,,
73,26850_0,,
74,26851_0,,
75,26853_0,,
76,26854_0,,
77,26855_0,,
78,26857_0,,
79,26860_0,,
80,13953_0,,
81,13953_1,,
82,13954_0,,
83,13958_0,,
84,13958_1,,
85,13958_2,,
86,13958_3,,
87,13959_0,,
88,13964_0,,
89,13965_0,,
90,13965_1,,
91,13965_2,,
92,13966_0,,
93,13971_0,,
94,13972_0,,
95,13972_1,,
96,13973_0,,
97,13973_1,,
98,13973_2,,
99,13976_0,,
100,13981_0,,
101,13981_1,,
102,13982_0,,
103,18829_0,,
104,18830_0,,
105,18831_0,,
106,18833_0,,
107,18835_0,,
108,18836_0,,
109,18836_1,,
110,18840_0,,
111,18840_1,,
112,18840_2,,
113,18840_3,,
114,18840_4,,
115,18840_5,,
116,18841_0,,
117,18841_1,,
118,18841_2,,
119,18843_0,,
120,18843_1,,
121,18845_0,,
122,18847_0,,
123,18847_10,,
124,18847_1,,
125,18847_2,,
126,18847_3,,
127,18847_4,,
128,18847_5,,
129,18847_6,,
130,18847_7,,
131,18847_8,,
132,18847_9,,
133,18848_0,,
134,18848_1,,
135,18848_2,,
136,18848_3,,
137,18848_4,,
138,18848_5,,
139,18848_6,,
140,19667_0,,
141,19669_0,,
142,19671_0,,
143,19681_0,,
144,19684_0,,
145,19685_0,,
146,19686_0,,
147,19689_0,,
148,19690_0,,
149,19691_0,,
150,19695_0,,
151,19696_0,,
152,19698_0,,
153,26788_0,,
154,26789_0,,
155,26793_0,,
156,26795_0,,
157,26796_0,,
158,26804_0,,
159,26808_0,,
160,26812_0,,
161,26834_0,,
162,26842_0,,
163,26859_0,,
