,train,val,test
0,13952_0,19697_0,26806_0
1,13952_1,26848_0,26851_0
2,13955_0,19668_0,26809_0
3,13960_0,26841_0,26823_0
4,13961_0,13957_0,13975_0
5,13961_1,19699_0,18832_0
6,13963_0,18834_0,26838_0
7,13963_1,26797_0,26799_0
8,13979_0,26824_0,26807_0
9,13980_0,13982_0,13958_0
10,13980_1,26805_0,13958_1
11,13980_2,13977_0,13958_2
12,13983_0,13977_1,13958_3
13,13983_1,13977_2,19671_0
14,13983_2,26834_0,19685_0
15,13983_3,26796_0,19686_0
16,18827_0,18835_0,18831_0
17,18827_1,,26859_0
18,18827_2,,
19,18837_0,,
20,18839_0,,
21,18844_0,,
22,18846_0,,
23,18849_0,,
24,18849_1,,
25,18849_2,,
26,18850_0,,
27,18850_1,,
28,18850_2,,
29,18851_0,,
30,18852_0,,
31,18853_0,,
32,19674_0,,
33,19676_0,,
34,19677_0,,
35,19680_0,,
36,19692_0,,
37,19693_0,,
38,19694_0,,
39,19700_0,,
40,26787_0,,
41,26790_0,,
42,26791_0,,
43,26792_0,,
44,26794_0,,
45,26798_0,,
46,26800_0,,
47,26801_0,,
48,26802_0,,
49,26803_0,,
50,26810_0,,
51,26811_0,,
52,26813_0,,
53,26814_0,,
54,26815_0,,
55,26816_0,,
56,26817_0,,
57,26819_0,,
58,26820_0,,
59,26821_0,,
60,26822_0,,
61,26825_0,,
62,26826_0,,
63,26828_0,,
64,26829_0,,
65,26831_0,,
66,26832_0,,
67,26833_0,,
68,26835_0,,
69,26837_0,,
70,26839_0,,
71,26843_0,,
72,26844_0,,
73,26845_0,,
74,26846_0,,
75,26847_0,,
76,26849_0,,
77,26850_0,,
78,26852_0,,
79,26853_0,,
80,26854_0,,
81,26855_0,,
82,26857_0,,
83,26860_0,,
84,13953_0,,
85,13953_1,,
86,13954_0,,
87,13959_0,,
88,13962_0,,
89,13962_1,,
90,13964_0,,
91,13965_0,,
92,13965_1,,
93,13965_2,,
94,13966_0,,
95,13969_0,,
96,13969_1,,
97,13971_0,,
98,13972_0,,
99,13972_1,,
100,13973_0,,
101,13973_1,,
102,13973_2,,
103,13974_0,,
104,13974_1,,
105,13976_0,,
106,13978_0,,
107,13978_1,,
108,13981_0,,
109,13981_1,,
110,18829_0,,
111,18830_0,,
112,18833_0,,
113,18836_0,,
114,18836_1,,
115,18838_0,,
116,18840_0,,
117,18840_1,,
118,18840_2,,
119,18840_3,,
120,18840_4,,
121,18840_5,,
122,18841_0,,
123,18841_1,,
124,18841_2,,
125,18842_0,,
126,18843_0,,
127,18843_1,,
128,18845_0,,
129,18847_0,,
130,18847_10,,
131,18847_1,,
132,18847_2,,
133,18847_3,,
134,18847_4,,
135,18847_5,,
136,18847_6,,
137,18847_7,,
138,18847_8,,
139,18847_9,,
140,18848_0,,
141,18848_1,,
142,18848_2,,
143,18848_3,,
144,18848_4,,
145,18848_5,,
146,18848_6,,
147,19667_0,,
148,19669_0,,
149,19672_0,,
150,19675_0,,
151,19678_0,,
152,19681_0,,
153,19684_0,,
154,19689_0,,
155,19690_0,,
156,19691_0,,
157,19695_0,,
158,19696_0,,
159,19698_0,,
160,26788_0,,
161,26789_0,,
162,26793_0,,
163,26795_0,,
164,26804_0,,
165,26808_0,,
166,26812_0,,
167,26842_0,,
168,26858_0,,
