,train,val,test
0,13955_0,13952_0,26855_0
1,13957_0,13952_1,26850_0
2,13960_0,19694_0,26839_0
3,13961_0,19700_0,26820_0
4,13961_1,26819_0,26844_0
5,13963_0,18846_0,26798_0
6,13963_1,26811_0,18852_0
7,13975_0,19692_0,26824_0
8,13979_0,26822_0,18839_0
9,13980_0,26806_0,19686_0
10,13980_1,26858_0,19685_0
11,13980_2,18831_0,13974_0
12,13983_0,18842_0,13974_1
13,13983_1,13958_0,13973_0
14,13983_2,13958_1,13973_1
15,13983_3,13958_2,13973_2
16,18827_0,13958_3,18847_0
17,18827_1,13972_0,18847_10
18,18827_2,13972_1,18847_1
19,18832_0,18835_0,18847_2
20,18834_0,,18847_3
21,18837_0,,18847_4
22,18844_0,,18847_5
23,18849_0,,18847_6
24,18849_1,,18847_7
25,18849_2,,18847_8
26,18850_0,,18847_9
27,18850_1,,13965_0
28,18850_2,,13965_1
29,18851_0,,13965_2
30,18853_0,,
31,19668_0,,
32,19674_0,,
33,19676_0,,
34,19677_0,,
35,19680_0,,
36,19693_0,,
37,19697_0,,
38,19699_0,,
39,26787_0,,
40,26790_0,,
41,26791_0,,
42,26792_0,,
43,26794_0,,
44,26797_0,,
45,26799_0,,
46,26800_0,,
47,26801_0,,
48,26802_0,,
49,26803_0,,
50,26807_0,,
51,26809_0,,
52,26810_0,,
53,26813_0,,
54,26814_0,,
55,26815_0,,
56,26816_0,,
57,26817_0,,
58,26821_0,,
59,26823_0,,
60,26825_0,,
61,26826_0,,
62,26828_0,,
63,26829_0,,
64,26831_0,,
65,26832_0,,
66,26833_0,,
67,26835_0,,
68,26837_0,,
69,26838_0,,
70,26841_0,,
71,26843_0,,
72,26845_0,,
73,26846_0,,
74,26847_0,,
75,26848_0,,
76,26849_0,,
77,26851_0,,
78,26852_0,,
79,26853_0,,
80,26854_0,,
81,26857_0,,
82,26860_0,,
83,13953_0,,
84,13953_1,,
85,13954_0,,
86,13959_0,,
87,13962_0,,
88,13962_1,,
89,13964_0,,
90,13966_0,,
91,13969_0,,
92,13969_1,,
93,13971_0,,
94,13976_0,,
95,13977_0,,
96,13977_1,,
97,13977_2,,
98,13978_0,,
99,13978_1,,
100,13981_0,,
101,13981_1,,
102,13982_0,,
103,18829_0,,
104,18830_0,,
105,18833_0,,
106,18836_0,,
107,18836_1,,
108,18838_0,,
109,18840_0,,
110,18840_1,,
111,18840_2,,
112,18840_3,,
113,18840_4,,
114,18840_5,,
115,18841_0,,
116,18841_1,,
117,18841_2,,
118,18843_0,,
119,18843_1,,
120,18845_0,,
121,18848_0,,
122,18848_1,,
123,18848_2,,
124,18848_3,,
125,18848_4,,
126,18848_5,,
127,18848_6,,
128,19667_0,,
129,19669_0,,
130,19671_0,,
131,19672_0,,
132,19675_0,,
133,19678_0,,
134,19681_0,,
135,19684_0,,
136,19689_0,,
137,19690_0,,
138,19691_0,,
139,19695_0,,
140,19696_0,,
141,19698_0,,
142,26788_0,,
143,26789_0,,
144,26793_0,,
145,26795_0,,
146,26796_0,,
147,26804_0,,
148,26805_0,,
149,26808_0,,
150,26812_0,,
151,26834_0,,
152,26842_0,,
153,26859_0,,
