,train,val,test
0,13955_0,18844_0,19697_0
1,13957_0,26811_0,26806_0
2,13960_0,18839_0,26799_0
3,13961_0,26835_0,13979_0
4,13961_1,19676_0,26838_0
5,13963_0,26821_0,13983_0
6,13963_1,26819_0,13983_1
7,13975_0,13952_0,13983_2
8,13980_0,13952_1,13983_3
9,13980_1,26829_0,26841_0
10,13980_2,26788_0,26825_0
11,18827_0,13982_0,26803_0
12,18827_1,18845_0,13966_0
13,18827_2,13972_0,26858_0
14,18832_0,13972_1,13958_0
15,18834_0,13962_0,13958_1
16,18837_0,13962_1,13958_2
17,18846_0,18831_0,13958_3
18,18849_0,,19675_0
19,18849_1,,13976_0
20,18849_2,,19695_0
21,18850_0,,
22,18850_1,,
23,18850_2,,
24,18851_0,,
25,18852_0,,
26,18853_0,,
27,19668_0,,
28,19674_0,,
29,19677_0,,
30,19680_0,,
31,19692_0,,
32,19693_0,,
33,19694_0,,
34,19699_0,,
35,19700_0,,
36,26787_0,,
37,26790_0,,
38,26791_0,,
39,26792_0,,
40,26794_0,,
41,26797_0,,
42,26798_0,,
43,26800_0,,
44,26801_0,,
45,26802_0,,
46,26807_0,,
47,26809_0,,
48,26810_0,,
49,26813_0,,
50,26814_0,,
51,26815_0,,
52,26816_0,,
53,26817_0,,
54,26820_0,,
55,26822_0,,
56,26823_0,,
57,26824_0,,
58,26826_0,,
59,26828_0,,
60,26831_0,,
61,26832_0,,
62,26833_0,,
63,26837_0,,
64,26839_0,,
65,26843_0,,
66,26844_0,,
67,26845_0,,
68,26846_0,,
69,26847_0,,
70,26848_0,,
71,26849_0,,
72,26850_0,,
73,26851_0,,
74,26852_0,,
75,26853_0,,
76,26854_0,,
77,26855_0,,
78,26857_0,,
79,26860_0,,
80,13953_0,,
81,13953_1,,
82,13954_0,,
83,13959_0,,
84,13964_0,,
85,13965_0,,
86,13965_1,,
87,13965_2,,
88,13969_0,,
89,13969_1,,
90,13971_0,,
91,13973_0,,
92,13973_1,,
93,13973_2,,
94,13974_0,,
95,13974_1,,
96,13977_0,,
97,13977_1,,
98,13977_2,,
99,13978_0,,
100,13978_1,,
101,13981_0,,
102,13981_1,,
103,18829_0,,
104,18830_0,,
105,18833_0,,
106,18835_0,,
107,18836_0,,
108,18836_1,,
109,18838_0,,
110,18840_0,,
111,18840_1,,
112,18840_2,,
113,18840_3,,
114,18840_4,,
115,18840_5,,
116,18841_0,,
117,18841_1,,
118,18841_2,,
119,18842_0,,
120,18843_0,,
121,18843_1,,
122,18847_0,,
123,18847_10,,
124,18847_1,,
125,18847_2,,
126,18847_3,,
127,18847_4,,
128,18847_5,,
129,18847_6,,
130,18847_7,,
131,18847_8,,
132,18847_9,,
133,18848_0,,
134,18848_1,,
135,18848_2,,
136,18848_3,,
137,18848_4,,
138,18848_5,,
139,18848_6,,
140,19667_0,,
141,19669_0,,
142,19671_0,,
143,19672_0,,
144,19678_0,,
145,19681_0,,
146,19684_0,,
147,19685_0,,
148,19686_0,,
149,19689_0,,
150,19690_0,,
151,19691_0,,
152,19696_0,,
153,19698_0,,
154,26789_0,,
155,26793_0,,
156,26795_0,,
157,26796_0,,
158,26804_0,,
159,26805_0,,
160,26808_0,,
161,26812_0,,
162,26834_0,,
163,26842_0,,
164,26859_0,,
