,train,val,test
0,u1ilphyx,l9gam80b,85aiogcq
1,5jcdda1t,4hhxqn7h,ycisurup
2,a9wm35ns,463qw8dw,6nhqx7vn
3,ub642c2t,336l04ta,oakfogsr
4,uj49228j,0pp2l7u8,6qcd8mjb
5,0veg0ou5,lzx87y3b,9r67fy7w
6,qz15zv1i,nlaolgf8,4cyzecqy
7,ozbkmgox,8osrmvln,qpga2pih
8,le2xpv4m,q46n7e4n,gts64p78
9,q4n9djkb,4xqs6vif,qt95oxul
10,spey3rnt,zk3kvkfe,n2tjbhhy
11,20ngjmwt,yep6bygp,wxwf4cuy
12,b9nuvd5p,294mp7ao,pvmuz17g
13,7nyiq3xw,tk9h5ly3,13oawotb
14,5ancwi8k,5rdkmr2r,mi7lxj20
15,rzfkia6g,4zie41k7,gd1maxz9
16,5i6jpma0,dibvu7wk,zpjto47j
17,zvy86vvj,8l7i11oz,rt8wrl8w
18,nezr8bei,8xyq2p5x,kyk203jv
19,qf90ew7s,wxqu4sai,0ueno9cg
20,dzvopy4m,wri87c3g,nya2tghq
21,uem6jith,n4npkt42,s2ufpyws
22,dowcu1iw,unympqw0,dx8d1x1r
23,6x88xj2g,jdso97ug,p3kesfn0
24,xwer9u4s,lxyaf2xn,e25e4794
25,ae3vnw2s,ps7msmwt,zxocjpa3
26,42vsrqwt,mp5kp8ad,wzfh3rdh
27,14wyri1q,yekc7qmc,wlgws9gl
28,smln7egs,zfjn3vb2,e0nldjex
29,7gkc9mh2,x3x62evp,jisjvsam
30,ec9dthhu,nn0t5nw2,ns9oqm42
31,1a8ntpnq,4jnmkkm0,q5olgzqe
32,r3rqmby1,uc0rxtd9,ghmfdctz
33,jdjuot87,vyp2vk45,nu6sdr36
34,7a6i1quq,x7a8wcih,6hy2l2zj
35,hj80l215,0owr1zhh,kp62v2di
36,j19g3ll1,4mbk2wqz,fowrx5xl
37,isa0gabz,u1wxe9y8,tl4jo6n2
38,vm3aiozr,kikg2gp0,dbzg1w2e
39,8813nzvb,9w4g5nlb,gt3zcmgd
40,os6q3rzm,g9l5nciw,h8gagrwo
41,wp8p9ngd,lust3lis,716e5lx8
42,20pf96p1,,
43,p0wgg7zd,,
44,sbo83c5q,,
45,hj55vp6p,,
46,9d6drue3,,
47,49wlal4g,,
48,xbn8qj12,,
49,hmgp3hor,,
50,akoar9jx,,
51,okgjfv46,,
52,drpa7gue,,
53,4fzj9zav,,
54,1ttpv0mc,,
55,ibdv2mml,,
56,zlu3lu62,,
57,mlibso49,,
58,vb40kio4,,
59,8bt9si2a,,
60,2pt40hur,,
61,ltlksanq,,
62,f5kxoe75,,
63,6oc3fpd7,,
64,31drdibd,,
65,49fwdpmu,,
66,fl9unzoz,,
67,ztjg9qpa,,
68,iemuss3j,,
69,ew9bs7cq,,
70,qur215sg,,
71,z7pqrqt8,,
72,ud98zuba,,
73,dg13zmt2,,
74,tg2982hs,,
75,9443s034,,
76,2bg6adrf,,
77,i61c111v,,
78,83f1yvw8,,
79,3edao0y9,,
80,ljbl9kuz,,
81,cvgzdiwm,,
82,itgrghi1,,
83,8f7dpkpv,,
84,uu0xvrjw,,
85,8n9g71il,,
86,1m374rou,,
87,ljhglzot,,
88,qkt5q1n9,,
89,vpm2gyi9,,
90,ddmh0u0u,,
91,g7lu1x53,,
92,qvfi2f2q,,
93,ok9t7sef,,
94,2mivi1li,,
95,ej5t47km,,
96,x82yrtsb,,
97,xp4n1x0x,,
98,mxgypg1r,,
99,8bup5z8a,,
100,klgzn4xm,,
101,4pq04wg1,,
102,m6t8kek1,,
103,pjrr6vxc,,
104,a4giay3t,,
105,sunb4nt5,,
106,d9mbpdgm,,
107,gn2ddmf8,,
108,0yr9mbtd,,
109,aavjj6dl,,
110,izajiqb6,,
111,0qwg5ak5,,
112,6j975z2c,,
113,75ekj14o,,
114,x237rbgl,,
115,aiv94oe5,,
116,vv3ilq6i,,
117,ei75qr0k,,
118,bzfmf5v8,,
119,oxk5y262,,
120,en9u6hly,,
121,6u1px47n,,
122,c6hbt06d,,
123,g3cp06ff,,
124,njo4ng0d,,
125,4s30tyu3,,
126,powgqnhr,,
127,gw7ziymd,,
128,9d9fv6qj,,
129,8haguiiw,,
130,muw6gdv4,,
131,13pi95dw,,
132,t1bsrqwq,,
133,7uoc0yex,,
134,paa5g4er,,
135,p1rmn3f7,,
136,ndzytj69,,
137,mut49okk,,
138,3o05eiqs,,
139,ikvw05zh,,
140,hraxt06h,,
141,ie60p47t,,
142,el4nr0l0,,
143,jn4r8hdj,,
144,dioqf0qv,,
145,xo4zspg9,,
146,5by2awad,,
147,gjrz5jyd,,
148,hi63pfrb,,
149,jxro26uk,,
150,hpzk3x2s,,
151,op17o1ca,,
152,ctow802l,,
153,1mrv16xo,,
154,pwhuzgux,,
155,oby4v9fe,,
156,eil0j898,,
157,abl5ohxt,,
158,z10gi3ih,,
159,ij8om5ub,,
160,pgcna06j,,
161,gmva643j,,
162,jecka1n2,,
163,bzjqvu0d,,
164,0ezpjmed,,
165,amawg57l,,
166,b2ywfagg,,
167,llb51rpl,,
168,ztn8mwy6,,
169,ep0lr4nw,,
170,04bu0p1j,,
171,nqazk74i,,
172,z56amlxb,,
173,ck030hq8,,
174,g4pp5cj4,,
175,94eych88,,
176,dd4byepr,,
177,n871w7yx,,
178,qoiq5h7l,,
179,ewxekixx,,
180,6ohqtmn2,,
181,2g3h8t38,,
182,d2sm29vh,,
183,ibesgi3x,,
184,psx2bw9l,,
185,hsf9yh6e,,
186,amaej4tz,,
187,7ohxfx6m,,
188,tu5tkd4s,,
189,n2kw1qi5,,
190,rpx5d2nw,,
191,104cn5ww,,
192,2eqhtcsa,,
193,ij1g76xz,,
194,mh480tkb,,
195,enj30r2y,,
196,0a8f2tx6,,
197,zyo5fbtd,,
198,bvvq09ph,,
199,6m1rccnj,,
200,qdgmoqgg,,
201,p7mp5r2a,,
202,yzokv408,,
203,ia43ajvc,,
204,ex1zgbbd,,
205,48zei162,,
206,l97txcmi,,
207,z8iwsq36,,
208,sx9xdn4x,,
209,t5n1qfg1,,
210,8tn0wx0q,,
211,m9de8lfp,,
212,8l2n1n2m,,
213,nq3ruxgh,,
214,hkj8pwhf,,
215,shcuk10p,,
216,0ybge7c4,,
217,v6drotab,,
218,gmak3650,,
219,hzkjmspt,,
220,zls74zzp,,
221,27i0ixtv,,
222,vfri0lsb,,
223,yi1gau37,,
224,d2yviedp,,
225,pu22y0wc,,
226,atdinck0,,
227,o7fpv0ty,,
228,celd7o0o,,
229,zvjuybn4,,
230,5z09qfrp,,
231,x5ux3k1f,,
232,g7nxofvt,,
233,f1f6t66q,,
234,kc82nuft,,
235,k7izddp0,,
236,3j58caqk,,
237,pi3yxkcm,,
238,wabauiu3,,
239,evlwfw6j,,
240,tgqmwus4,,
241,axca9vhg,,
242,0gycyamb,,
243,g26tqoyn,,
244,cgsctzbm,,
245,oy6nco5x,,
246,08auexbl,,
247,ncwtlgly,,
248,du5op057,,
249,ivpyjlxo,,
250,3f4c0t1d,,
251,pege9xfr,,
252,pfvigysq,,
253,uaabxzo3,,
254,eg2sdvoa,,
255,qszkuo6w,,
256,s3z9r5q9,,
257,cvlnx32z,,
258,usxqqlid,,
259,u6tgdlgk,,
260,19lqx994,,
261,eln1ii56,,
262,n2yj1j0s,,
263,nb7sq5ke,,
264,3gjk5s5d,,
265,eot3lxzz,,
266,nym6xeiu,,
267,2dz4vf4b,,
268,z9xjswfd,,
269,qv75b8qr,,
270,wzf2a26k,,
271,j5odd6jy,,
272,qlka7ygz,,
273,nype6n0n,,
274,65yag2wx,,
275,aq867hmg,,
276,sl9i4hdm,,
277,p9erjyik,,
278,is1tu662,,
279,idbenwnt,,
280,kqkfbp9r,,
281,nzlk66b2,,
282,9j4yq41z,,
283,drqsjnoq,,
284,75g0ex3u,,
285,covfkmv8,,
286,a4ymz4b4,,
287,dpyy8g5q,,
288,6nnluabs,,
289,ngwkxh6a,,
290,n4les5fz,,
291,aykeu0cg,,
292,fx6u23oa,,
293,6ipo89f1,,
294,0e1v575k,,
295,szj8lh2z,,
