,train,val,test
u1ilphyx,True,False,False
a9wm35ns,True,False,False
ub642c2t,True,False,False
uj49228j,True,False,False
0veg0ou5,True,False,False
qz15zv1i,True,False,False
ozbkmgox,True,False,False
5rdkmr2r,True,False,False
le2xpv4m,True,False,False
q4n9djkb,True,False,False
spey3rnt,True,False,False
b9nuvd5p,True,False,False
7nyiq3xw,True,False,False
5ancwi8k,True,False,False
rzfkia6g,True,False,False
5i6jpma0,True,False,False
zvy86vvj,True,False,False
nezr8bei,True,False,False
qf90ew7s,True,False,False
l9gam80b,True,False,False
dzvopy4m,True,False,False
8l7i11oz,True,False,False
uem6jith,True,False,False
dowcu1iw,True,False,False
6x88xj2g,True,False,False
ae3vnw2s,True,False,False
42vsrqwt,True,False,False
14wyri1q,True,False,False
13oawotb,True,False,False
7gkc9mh2,True,False,False
ec9dthhu,True,False,False
1a8ntpnq,True,False,False
6qcd8mjb,True,False,False
r3rqmby1,True,False,False
jdjuot87,True,False,False
7a6i1quq,True,False,False
hj80l215,True,False,False
isa0gabz,True,False,False
n2tjbhhy,True,False,False
4xqs6vif,True,False,False
8813nzvb,True,False,False
os6q3rzm,True,False,False
wp8p9ngd,True,False,False
p0wgg7zd,True,False,False
sbo83c5q,True,False,False
9d6drue3,True,False,False
xbn8qj12,True,False,False
hmgp3hor,True,False,False
okgjfv46,True,False,False
drpa7gue,True,False,False
463qw8dw,True,False,False
4fzj9zav,True,False,False
1ttpv0mc,True,False,False
ibdv2mml,True,False,False
zlu3lu62,True,False,False
mlibso49,True,False,False
0pp2l7u8,True,False,False
8bt9si2a,True,False,False
zk3kvkfe,True,False,False
ltlksanq,True,False,False
f5kxoe75,True,False,False
6oc3fpd7,True,False,False
31drdibd,True,False,False
fl9unzoz,True,False,False
ew9bs7cq,True,False,False
qur215sg,True,False,False
9r67fy7w,True,False,False
z7pqrqt8,True,False,False
ud98zuba,True,False,False
336l04ta,True,False,False
dg13zmt2,True,False,False
9443s034,True,False,False
nya2tghq,True,False,False
2bg6adrf,True,False,False
3edao0y9,True,False,False
nlaolgf8,True,False,False
gts64p78,True,False,False
85aiogcq,True,False,False
ljbl9kuz,True,False,False
itgrghi1,True,False,False
8f7dpkpv,True,False,False
uu0xvrjw,True,False,False
8n9g71il,True,False,False
1m374rou,True,False,False
4cyzecqy,True,False,False
4zie41k7,True,False,False
ljhglzot,True,False,False
qkt5q1n9,True,False,False
vpm2gyi9,True,False,False
rt8wrl8w,True,False,False
8xyq2p5x,True,False,False
ddmh0u0u,True,False,False
g7lu1x53,True,False,False
qvfi2f2q,True,False,False
q46n7e4n,True,False,False
ok9t7sef,True,False,False
294mp7ao,True,False,False
2mivi1li,True,False,False
kyk203jv,True,False,False
x82yrtsb,True,False,False
xp4n1x0x,True,False,False
mxgypg1r,True,False,False
8bup5z8a,True,False,False
klgzn4xm,True,False,False
4pq04wg1,True,False,False
m6t8kek1,True,False,False
sunb4nt5,True,False,False
d9mbpdgm,True,False,False
gn2ddmf8,True,False,False
0yr9mbtd,True,False,False
aavjj6dl,True,False,False
izajiqb6,True,False,False
0qwg5ak5,True,False,False
6j975z2c,True,False,False
75ekj14o,True,False,False
x237rbgl,True,False,False
aiv94oe5,True,False,False
vv3ilq6i,True,False,False
oakfogsr,True,False,False
ei75qr0k,True,False,False
bzfmf5v8,True,False,False
mi7lxj20,True,False,False
6nhqx7vn,True,False,False
en9u6hly,True,False,False
c6hbt06d,True,False,False
g3cp06ff,True,False,False
njo4ng0d,True,False,False
4s30tyu3,True,False,False
gw7ziymd,True,False,False
9d9fv6qj,True,False,False
8haguiiw,True,False,False
zpjto47j,True,False,False
13pi95dw,True,False,False
t1bsrqwq,True,False,False
4hhxqn7h,True,False,False
7uoc0yex,True,False,False
paa5g4er,True,False,False
p1rmn3f7,True,False,False
wri87c3g,True,False,False
mut49okk,True,False,False
3o05eiqs,True,False,False
ikvw05zh,True,False,False
hraxt06h,True,False,False
el4nr0l0,True,False,False
jn4r8hdj,True,False,False
xo4zspg9,True,False,False
5by2awad,True,False,False
gjrz5jyd,True,False,False
qt95oxul,True,False,False
hi63pfrb,True,False,False
jxro26uk,True,False,False
gd1maxz9,True,False,False
wxqu4sai,True,False,False
hpzk3x2s,True,False,False
op17o1ca,True,False,False
ctow802l,True,False,False
1mrv16xo,True,False,False
eil0j898,True,False,False
abl5ohxt,True,False,False
z10gi3ih,True,False,False
pgcna06j,True,False,False
jecka1n2,True,False,False
bzjqvu0d,True,False,False
0ezpjmed,True,False,False
amawg57l,True,False,False
b2ywfagg,True,False,False
llb51rpl,True,False,False
ztn8mwy6,True,False,False
ep0lr4nw,True,False,False
04bu0p1j,True,False,False
lzx87y3b,True,False,False
nqazk74i,True,False,False
z56amlxb,True,False,False
jdso97ug,True,False,False
ck030hq8,True,False,False
94eych88,True,False,False
dd4byepr,True,False,False
n871w7yx,True,False,False
qoiq5h7l,True,False,False
ewxekixx,True,False,False
