,train,val,test
u1ilphyx,True,False,False
5jcdda1t,True,False,False
a9wm35ns,True,False,False
ub642c2t,True,False,False
uj49228j,True,False,False
0veg0ou5,True,False,False
qz15zv1i,True,False,False
ozbkmgox,True,False,False
5rdkmr2r,True,False,False
spey3rnt,True,False,False
0ueno9cg,True,False,False
20ngjmwt,True,False,False
b9nuvd5p,True,False,False
7nyiq3xw,True,False,False
5ancwi8k,True,False,False
rzfkia6g,True,False,False
5i6jpma0,True,False,False
zvy86vvj,True,False,False
yep6bygp,True,False,False
qf90ew7s,True,False,False
l9gam80b,True,False,False
8l7i11oz,True,False,False
uem6jith,True,False,False
dowcu1iw,True,False,False
xwer9u4s,True,False,False
ae3vnw2s,True,False,False
42vsrqwt,True,False,False
14wyri1q,True,False,False
13oawotb,True,False,False
8osrmvln,True,False,False
smln7egs,True,False,False
ec9dthhu,True,False,False
1a8ntpnq,True,False,False
r3rqmby1,True,False,False
7a6i1quq,True,False,False
hj80l215,True,False,False
j19g3ll1,True,False,False
isa0gabz,True,False,False
vm3aiozr,True,False,False
n2tjbhhy,True,False,False
wp8p9ngd,True,False,False
20pf96p1,True,False,False
p0wgg7zd,True,False,False
sbo83c5q,True,False,False
hj55vp6p,True,False,False
9d6drue3,True,False,False
hmgp3hor,True,False,False
akoar9jx,True,False,False
okgjfv46,True,False,False
drpa7gue,True,False,False
463qw8dw,True,False,False
4fzj9zav,True,False,False
1ttpv0mc,True,False,False
ibdv2mml,True,False,False
zlu3lu62,True,False,False
mlibso49,True,False,False
0pp2l7u8,True,False,False
vb40kio4,True,False,False
8bt9si2a,True,False,False
2pt40hur,True,False,False
zk3kvkfe,True,False,False
ltlksanq,True,False,False
f5kxoe75,True,False,False
6oc3fpd7,True,False,False
tk9h5ly3,True,False,False
31drdibd,True,False,False
fl9unzoz,True,False,False
ztjg9qpa,True,False,False
iemuss3j,True,False,False
qur215sg,True,False,False
9r67fy7w,True,False,False
z7pqrqt8,True,False,False
ud98zuba,True,False,False
336l04ta,True,False,False
dg13zmt2,True,False,False
nya2tghq,True,False,False
